gameTeamStatsID,gameID,teamID,score,rebounds,assists,blocks,steals,duration,isWin
17337,8669,224,112,47,19,7,12,48,1
17338,8669,336,91,34,20,3,15,48,0
17339,8670,198,86,37,28,5,7,48,0
17340,8670,127,99,39,28,4,14,48,1
17341,8671,353,109,42,16,6,9,48,1
17342,8671,219,82,33,16,5,15,48,0
17343,8672,186,108,41,22,5,5,48,1
17344,8672,56,90,32,30,8,15,48,0
17345,8673,389,97,42,24,5,9,48,1
17346,8673,424,94,43,28,5,14,48,0
17347,8674,346,89,47,20,5,5,48,1
17348,8674,364,74,50,21,6,6,48,0
17349,8675,89,100,50,15,6,7,48,0
17350,8675,144,118,41,28,5,15,48,1
17351,8676,141,96,46,29,7,7,48,0
17352,8676,171,108,37,29,5,13,48,1
17353,8677,142,72,34,24,4,9,48,0
17354,8677,210,73,46,21,7,7,48,1
17355,8678,484,114,37,27,6,10,48,1
17356,8678,334,85,41,23,3,8,48,0
17357,8679,415,78,34,30,8,15,48,1
17358,8679,484,70,36,30,8,9,48,0
17359,8680,479,76,45,17,4,13,48,1
17360,8680,326,73,39,23,2,5,48,0
17361,8681,74,83,47,19,3,6,48,0
17362,8681,486,90,50,28,7,6,48,1
17363,8682,150,88,32,16,2,10,48,0
17364,8682,415,104,39,28,5,5,48,1
17365,8683,18,100,48,29,4,8,48,0
17366,8683,134,112,40,28,3,14,48,1
17367,8684,13,90,41,26,3,5,48,0
17368,8684,135,99,32,15,8,9,48,1
17369,8685,336,105,45,17,2,5,48,1
17370,8685,139,88,30,18,3,9,48,0
17371,8686,6,83,31,20,2,14,48,0
17372,8686,249,119,41,27,5,10,48,1
17373,8687,360,106,35,29,4,8,48,1
17374,8687,26,79,44,15,4,11,48,0
17375,8688,125,92,30,28,5,12,48,0
17376,8688,91,108,36,30,3,13,48,1
17377,8689,301,116,33,19,8,7,48,0
17378,8689,127,120,46,23,8,9,48,1
17379,8690,129,100,33,30,5,7,48,1
17380,8690,38,94,40,17,7,15,48,0
17381,8691,381,117,38,22,7,10,48,1
17382,8691,87,107,37,16,6,10,48,0
17383,8692,487,101,30,30,3,8,48,0
17384,8692,16,119,31,18,7,6,48,1
17385,8693,494,113,41,19,4,15,48,1
17386,8693,277,108,36,27,2,7,48,0
17387,8694,326,108,31,17,6,11,48,1
17388,8694,135,76,34,23,6,11,48,0
17389,8695,16,114,35,20,8,14,48,1
17390,8695,483,96,49,23,8,7,48,0
17391,8696,311,118,37,29,3,14,48,1
17392,8696,418,85,40,15,6,12,48,0
17393,8697,384,92,31,28,8,10,48,1
17394,8697,291,85,37,26,2,7,48,0
17395,8698,228,76,35,27,5,14,48,0
17396,8698,479,120,39,28,7,13,48,1
17397,8699,152,81,31,28,6,11,48,0
17398,8699,262,87,35,20,7,13,48,1
17399,8700,220,88,45,17,2,10,48,0
17400,8700,440,110,32,24,8,14,48,1
17401,8701,84,83,46,21,4,5,48,1
17402,8701,48,80,40,17,8,14,48,0
17403,8702,121,89,48,22,5,9,48,0
17404,8702,67,100,32,29,3,15,48,1
17405,8703,322,120,50,29,2,10,48,0
17406,8703,427,120,48,21,4,12,48,1
17407,8704,120,96,49,16,2,11,48,1
17408,8704,60,90,33,25,5,15,48,0
17409,8705,89,120,32,23,7,8,48,1
17410,8705,492,72,39,30,6,10,48,0
17411,8706,148,117,46,22,4,7,48,1
17412,8706,160,76,47,26,6,10,48,0
17413,8707,40,103,41,26,2,10,48,1
17414,8707,439,100,42,28,2,10,48,0
17415,8708,374,76,30,29,2,14,48,0
17416,8708,170,118,35,20,3,13,48,1
17417,8709,113,74,42,23,8,5,48,0
17418,8709,263,86,37,26,8,13,48,1
17419,8710,101,95,39,21,7,7,48,1
17420,8710,84,81,34,30,3,11,48,0
17421,8711,100,95,34,21,3,15,48,1
17422,8711,56,86,35,29,2,11,48,0
17423,8712,322,117,48,26,6,10,48,0
17424,8712,11,120,40,27,5,5,48,1
17425,8713,461,98,48,29,6,8,48,1
17426,8713,394,89,43,29,6,12,48,0
17427,8714,64,78,40,15,7,8,48,1
17428,8714,353,74,40,23,3,6,48,0
17429,8715,94,91,42,21,2,10,48,0
17430,8715,342,99,50,25,8,8,48,1
17431,8716,326,71,40,17,4,5,48,0
17432,8716,494,77,41,15,5,15,48,1
17433,8717,320,70,48,16,3,13,48,0
17434,8717,23,119,41,27,2,12,48,1
17435,8718,499,89,42,21,3,6,48,0
17436,8718,375,109,44,18,7,10,48,1
17437,8719,32,115,50,22,6,12,48,1
17438,8719,431,110,42,18,4,7,48,0
17439,8720,135,104,42,28,5,10,48,1
17440,8720,378,82,43,29,2,6,48,0
17441,8721,306,98,49,20,5,9,48,0
17442,8721,223,119,33,26,5,7,48,1
17443,8722,224,105,34,28,4,9,48,0
17444,8722,465,107,31,21,3,6,48,1
17445,8723,218,73,32,27,6,15,48,0
17446,8723,121,94,46,20,8,7,48,1
17447,8724,197,87,31,16,6,13,48,1
17448,8724,175,86,37,16,7,9,48,0
17449,8725,469,100,47,27,3,15,48,1
17450,8725,193,80,49,18,5,6,48,0
17451,8726,174,86,41,16,5,5,48,0
17452,8726,57,99,43,16,8,15,48,1
17453,8727,78,105,35,28,3,8,48,0
17454,8727,168,120,43,27,3,9,48,1
17455,8728,58,84,48,29,6,9,48,0
17456,8728,405,99,49,27,6,15,48,1
17457,8729,77,87,50,23,8,10,48,0
17458,8729,281,95,41,17,3,12,48,1
17459,8730,461,116,37,26,2,14,48,1
17460,8730,230,70,50,25,8,9,48,0
17461,8731,165,89,48,17,8,11,48,1
17462,8731,433,75,49,26,6,5,48,0
17463,8732,107,111,33,17,6,9,48,1
17464,8732,374,110,33,25,8,10,48,0
17465,8733,353,96,44,28,6,14,48,0
17466,8733,374,97,46,17,6,15,48,1
17467,8734,99,81,32,21,3,8,48,0
17468,8734,484,116,45,22,4,6,48,1
17469,8735,257,119,38,30,3,6,48,1
17470,8735,494,75,33,18,6,5,48,0
17471,8736,63,95,44,28,2,9,48,1
17472,8736,206,79,33,23,6,12,48,0
17473,8737,213,94,45,20,4,7,48,1
17474,8737,19,82,32,25,7,9,48,0
17475,8738,474,101,42,17,6,9,48,0
17476,8738,432,109,37,15,7,10,48,1
17477,8739,337,73,39,16,6,6,48,0
17478,8739,469,74,45,17,2,14,48,1
17479,8740,189,77,50,19,6,5,48,0
17480,8740,292,111,49,16,8,7,48,1
17481,8741,470,81,44,20,3,8,48,0
17482,8741,211,94,38,21,6,10,48,1
17483,8742,306,118,34,19,8,13,48,1
17484,8742,362,86,44,21,7,14,48,0
17485,8743,123,97,31,17,8,12,48,1
17486,8743,113,87,35,26,4,12,48,0
17487,8744,435,77,50,18,7,10,48,0
17488,8744,485,106,39,16,7,11,48,1
17489,8745,324,81,50,15,5,8,48,0
17490,8745,180,88,47,22,4,14,48,1
17491,8746,4,111,40,19,7,13,48,1
17492,8746,147,109,36,28,6,7,48,0
17493,8747,38,82,43,22,6,6,48,1
17494,8747,158,81,36,30,6,6,48,0
17495,8748,362,117,32,22,8,13,48,1
17496,8748,264,80,36,20,8,12,48,0
17497,8749,461,111,35,17,7,14,48,1
17498,8749,104,87,38,20,5,12,48,0
17499,8750,118,75,36,27,6,7,48,0
17500,8750,93,81,35,28,5,9,48,1
17501,8751,253,110,31,16,2,15,48,1
17502,8751,30,76,33,30,5,15,48,0
17503,8752,300,98,34,23,8,6,48,0
17504,8752,57,102,50,22,2,7,48,1
17505,8753,399,109,46,27,3,9,48,1
17506,8753,104,104,50,21,5,12,48,0
17507,8754,275,77,43,30,7,9,48,0
17508,8754,231,115,35,17,6,6,48,1
17509,8755,474,106,42,29,2,12,48,1
17510,8755,18,87,38,29,3,14,48,0
17511,8756,73,98,31,24,6,11,48,0
17512,8756,312,106,31,30,8,7,48,1
17513,8757,388,84,32,29,6,15,48,0
17514,8757,23,85,36,21,8,13,48,1
17515,8758,432,83,48,16,4,5,48,1
17516,8758,98,75,42,27,2,14,48,0
17517,8759,448,93,32,17,7,11,48,1
17518,8759,25,75,33,26,3,13,48,0
17519,8760,110,91,39,23,4,14,48,0
17520,8760,368,108,40,22,7,8,48,1
17521,8761,416,101,37,19,4,12,48,1
17522,8761,426,80,50,15,4,5,48,0
17523,8762,67,81,36,23,6,10,48,0
17524,8762,276,84,36,29,8,14,48,1
17525,8763,316,76,32,15,3,7,48,0
17526,8763,428,108,45,23,8,5,48,1
17527,8764,422,88,41,22,5,15,48,0
17528,8764,15,94,30,19,2,13,48,1
17529,8765,366,119,43,17,4,13,48,0
17530,8765,439,119,42,25,6,12,48,1
17531,8766,19,73,33,17,8,7,48,1
17532,8766,27,72,47,21,5,6,48,0
17533,8767,164,72,37,29,3,14,48,0
17534,8767,430,87,31,17,3,7,48,1
17535,8768,469,89,38,21,7,10,48,0
17536,8768,415,101,50,30,6,9,48,1
17537,8769,170,74,50,29,8,15,48,0
17538,8769,283,78,43,17,8,12,48,1
17539,8770,71,106,48,23,4,14,48,0
17540,8770,364,107,34,21,7,10,48,1
17541,8771,313,111,46,29,2,12,48,1
17542,8771,251,102,42,27,8,9,48,0
17543,8772,88,106,50,19,8,13,48,1
17544,8772,367,81,45,26,2,6,48,0
17545,8773,343,94,41,17,7,7,48,1
17546,8773,380,72,44,29,2,12,48,0
17547,8774,258,120,42,21,8,12,48,1
17548,8774,230,109,42,21,6,5,48,0
17549,8775,55,116,47,25,2,10,48,1
17550,8775,191,110,45,17,8,6,48,0
17551,8776,283,80,48,25,4,6,48,1
17552,8776,383,74,39,19,6,6,48,0
17553,8777,348,87,44,29,6,5,48,0
17554,8777,97,103,33,21,3,13,48,1
17555,8778,27,110,33,25,2,9,48,1
17556,8778,220,81,45,15,7,7,48,0
17557,8779,288,120,49,21,6,11,48,1
17558,8779,204,106,34,27,8,9,48,0
17559,8780,177,70,43,17,5,10,48,0
17560,8780,318,80,35,23,4,6,48,1
17561,8781,19,71,32,20,6,6,48,0
17562,8781,257,86,43,25,7,14,48,1
17563,8782,92,105,46,21,7,11,48,1
17564,8782,368,95,34,17,5,14,48,0
17565,8783,141,107,41,20,8,6,48,1
17566,8783,164,70,49,30,8,12,48,0
17567,8784,471,95,30,27,2,13,48,1
17568,8784,333,74,36,29,3,9,48,0
17569,8785,484,104,30,29,7,15,48,0
17570,8785,304,108,48,18,6,9,48,1
17571,8786,35,72,35,15,2,11,48,0
17572,8786,81,93,40,28,3,11,48,1
17573,8787,314,96,39,18,7,9,48,0
17574,8787,67,97,32,22,3,13,48,1
17575,8788,90,112,45,28,5,10,48,1
17576,8788,420,85,48,16,7,10,48,0
17577,8789,300,72,44,17,4,12,48,0
17578,8789,182,72,35,26,2,14,48,1
17579,8790,435,83,48,25,3,10,48,0
17580,8790,239,85,34,22,7,6,48,1
17581,8791,120,115,34,25,7,13,48,1
17582,8791,380,79,30,26,8,15,48,0
17583,8792,311,91,45,20,7,13,48,0
17584,8792,451,114,45,23,7,14,48,1
17585,8793,313,93,43,28,7,14,48,1
17586,8793,63,83,42,19,5,6,48,0
17587,8794,55,108,33,19,6,10,48,1
17588,8794,148,77,35,23,4,6,48,0
17589,8795,484,110,40,28,6,11,48,0
17590,8795,30,119,39,17,8,14,48,1
17591,8796,12,73,41,23,3,9,48,0
17592,8796,66,102,37,26,6,12,48,1
17593,8797,111,111,44,19,7,7,48,1
17594,8797,290,76,41,16,5,5,48,0
17595,8798,497,89,41,25,6,12,48,0
17596,8798,208,103,34,21,3,14,48,1
17597,8799,372,94,45,21,2,6,48,1
17598,8799,474,88,41,18,2,6,48,0
17599,8800,177,97,45,28,2,5,48,1
17600,8800,431,92,45,23,8,6,48,0
17601,8801,52,107,33,29,7,8,48,1
17602,8801,434,90,41,28,2,15,48,0
17603,8802,295,111,38,17,2,12,48,1
17604,8802,437,92,45,28,5,8,48,0
17605,8803,71,107,38,17,4,15,48,1
17606,8803,152,89,46,21,3,15,48,0
17607,8804,302,70,48,23,3,13,48,0
17608,8804,76,79,49,16,3,7,48,1
17609,8805,268,76,43,28,7,8,48,0
17610,8805,5,101,32,23,6,8,48,1
17611,8806,123,76,37,19,4,11,48,0
17612,8806,319,87,45,19,8,12,48,1
17613,8807,499,78,36,28,3,9,48,0
17614,8807,361,87,44,19,6,7,48,1
17615,8808,355,84,39,30,3,9,48,0
17616,8808,239,112,40,15,8,15,48,1
17617,8809,12,85,34,17,6,13,48,0
17618,8809,210,107,42,27,4,13,48,1
17619,8810,393,104,36,23,7,12,48,1
17620,8810,82,73,42,25,4,14,48,0
17621,8811,294,111,36,20,3,13,48,1
17622,8811,81,97,30,21,3,8,48,0
17623,8812,445,104,48,21,4,7,48,0
17624,8812,352,109,42,17,4,10,48,1
17625,8813,317,73,35,24,2,6,48,0
17626,8813,150,106,32,30,5,5,48,1
17627,8814,53,72,37,15,8,12,48,0
17628,8814,89,99,34,22,8,6,48,1
17629,8815,131,76,39,21,3,11,48,1
17630,8815,352,73,35,18,4,6,48,0
17631,8816,97,91,40,28,3,8,48,0
17632,8816,452,101,41,24,7,10,48,1
17633,8817,44,84,46,28,2,8,48,0
17634,8817,185,105,49,30,2,8,48,1
17635,8818,340,89,41,27,7,10,48,0
17636,8818,234,114,46,29,6,13,48,1
17637,8819,296,82,41,29,7,10,48,0
17638,8819,8,96,44,21,7,9,48,1
17639,8820,209,73,40,22,3,14,48,0
17640,8820,454,120,46,16,3,8,48,1
17641,8821,310,85,44,20,4,8,48,0
17642,8821,1,103,38,17,5,8,48,1
17643,8822,245,80,31,22,7,14,48,0
17644,8822,265,100,43,19,2,11,48,1
17645,8823,95,86,50,19,3,11,48,0
17646,8823,219,109,42,25,6,14,48,1
17647,8824,193,70,40,23,3,14,48,0
17648,8824,475,118,30,15,4,11,48,1
17649,8825,152,118,42,20,3,8,48,1
17650,8825,163,97,45,24,4,10,48,0
17651,8826,493,120,43,20,2,13,48,1
17652,8826,21,84,31,27,6,11,48,0
17653,8827,381,73,38,29,8,7,48,0
17654,8827,35,80,39,30,4,7,48,1
17655,8828,477,106,34,18,4,15,48,1
17656,8828,313,100,34,27,2,7,48,0
17657,8829,260,84,35,29,6,8,48,0
17658,8829,337,95,48,24,3,11,48,1
17659,8830,326,96,33,23,5,10,48,1
17660,8830,349,87,33,21,4,8,48,0
17661,8831,5,91,47,22,4,13,48,0
17662,8831,17,92,45,27,8,11,48,1
17663,8832,198,74,36,17,6,8,48,0
17664,8832,434,99,45,15,6,7,48,1
17665,8833,388,98,33,21,2,9,48,1
17666,8833,188,93,44,16,4,12,48,0
17667,8834,106,100,40,19,3,7,48,0
17668,8834,477,107,31,23,5,6,48,1
17669,8835,373,116,47,16,4,14,48,1
17670,8835,337,78,35,24,3,5,48,0
17671,8836,473,74,36,27,3,7,48,0
17672,8836,25,95,36,25,4,15,48,1
17673,8837,500,90,47,24,5,5,48,0
17674,8837,354,119,31,19,8,11,48,1
17675,8838,72,93,32,17,3,13,48,1
17676,8838,198,76,41,17,4,10,48,0
17677,8839,209,119,43,29,5,14,48,1
17678,8839,496,113,50,16,6,8,48,0
17679,8840,184,95,33,19,5,7,48,0
17680,8840,10,106,50,16,3,15,48,1
17681,8841,305,102,37,28,2,10,48,0
17682,8841,247,118,40,28,5,14,48,1
17683,8842,333,95,30,21,3,14,48,0
17684,8842,391,107,34,21,2,12,48,1
17685,8843,312,92,41,20,2,7,48,1
17686,8843,3,76,41,16,3,11,48,0
17687,8844,296,87,44,20,8,13,48,1
17688,8844,267,71,46,22,6,15,48,0
17689,8845,169,109,44,25,8,13,48,0
17690,8845,275,112,37,23,4,9,48,1
17691,8846,65,87,43,27,7,8,48,0
17692,8846,302,114,38,16,5,15,48,1
17693,8847,425,90,38,15,2,7,48,0
17694,8847,96,118,30,20,5,6,48,1
17695,8848,483,111,47,25,8,14,48,1
17696,8848,214,76,31,20,7,10,48,0
17697,8849,21,103,45,30,7,15,48,0
17698,8849,247,117,43,23,8,7,48,1
17699,8850,27,83,47,25,8,7,48,0
17700,8850,178,94,38,29,8,10,48,1
17701,8851,176,111,39,24,5,5,48,1
17702,8851,240,74,47,22,3,10,48,0
17703,8852,47,91,45,15,6,11,48,1
17704,8852,100,79,41,18,8,10,48,0
17705,8853,472,97,35,22,2,10,48,1
17706,8853,293,70,38,30,5,9,48,0
17707,8854,161,79,42,19,7,9,48,0
17708,8854,40,84,31,24,8,13,48,1
17709,8855,154,78,45,28,5,8,48,0
17710,8855,130,118,49,17,5,5,48,1
17711,8856,270,82,45,20,2,9,48,1
17712,8856,57,72,38,23,3,5,48,0
17713,8857,2,111,48,29,2,12,48,1
17714,8857,212,70,33,29,6,14,48,0
17715,8858,25,105,37,23,8,9,48,1
17716,8858,38,92,30,18,5,7,48,0
17717,8859,39,78,45,18,5,9,48,1
17718,8859,77,75,30,19,8,8,48,0
17719,8860,495,71,46,15,8,7,48,0
17720,8860,371,102,46,20,4,7,48,1
17721,8861,381,112,47,15,7,12,48,1
17722,8861,78,82,48,16,3,6,48,0
17723,8862,477,87,42,19,3,13,48,0
17724,8862,73,117,50,29,4,11,48,1
17725,8863,316,103,44,25,6,14,48,1
17726,8863,231,86,37,19,2,9,48,0
17727,8864,68,79,47,29,7,15,48,1
17728,8864,422,73,42,15,8,11,48,0
17729,8865,245,110,50,30,7,10,48,1
17730,8865,232,89,45,24,3,9,48,0
17731,8866,1,86,31,27,7,11,48,0
17732,8866,413,118,47,29,3,6,48,1
17733,8867,144,87,34,26,6,12,48,0
17734,8867,260,112,48,17,7,6,48,1
17735,8868,275,89,30,22,3,14,48,1
17736,8868,108,82,45,25,8,6,48,0
17737,8869,477,71,32,23,6,8,48,0
17738,8869,132,108,43,15,5,6,48,1
17739,8870,416,113,39,27,4,15,48,1
17740,8870,18,83,45,23,4,7,48,0
17741,8871,156,120,43,17,5,14,48,1
17742,8871,227,107,37,20,3,15,48,0
17743,8872,452,118,35,16,7,10,48,1
17744,8872,367,78,44,25,3,10,48,0
17745,8873,219,93,36,27,5,7,48,1
17746,8873,417,79,48,26,3,9,48,0
17747,8874,29,118,36,18,6,10,48,1
17748,8874,76,117,39,28,7,14,48,0
17749,8875,276,101,31,21,7,8,48,0
17750,8875,468,107,44,27,5,13,48,1
17751,8876,36,115,43,21,3,7,48,0
17752,8876,123,115,37,20,5,13,48,1
17753,8877,358,85,48,19,4,13,48,0
17754,8877,148,86,32,24,3,5,48,1
17755,8878,123,85,40,23,8,15,48,0
17756,8878,471,120,32,21,2,11,48,1
17757,8879,194,82,31,17,8,5,48,1
17758,8879,373,76,30,21,3,6,48,0
17759,8880,351,110,48,20,5,11,48,1
17760,8880,165,106,43,25,7,15,48,0
17761,8881,277,96,48,23,6,6,48,1
17762,8881,482,74,36,27,8,13,48,0
17763,8882,402,101,37,25,5,12,48,1
17764,8882,300,72,38,26,4,7,48,0
17765,8883,166,103,36,26,4,12,48,0
17766,8883,167,103,32,22,7,10,48,1
17767,8884,263,120,49,22,5,14,48,1
17768,8884,215,113,42,25,5,6,48,0
17769,8885,196,83,49,29,5,15,48,1
17770,8885,497,80,41,29,8,6,48,0
17771,8886,315,77,44,20,5,15,48,0
17772,8886,437,89,38,18,2,7,48,1
17773,8887,7,118,32,21,7,11,48,1
17774,8887,201,109,37,19,4,10,48,0
17775,8888,475,86,42,27,4,7,48,0
17776,8888,463,100,33,28,3,9,48,1
17777,8889,43,116,38,19,2,14,48,1
17778,8889,366,97,43,29,5,6,48,0
17779,8890,10,119,31,23,2,15,48,1
17780,8890,262,87,42,17,7,5,48,0
17781,8891,40,71,39,27,2,9,48,0
17782,8891,363,108,39,26,3,6,48,1
17783,8892,370,74,42,18,6,7,48,0
17784,8892,193,78,46,18,5,5,48,1
17785,8893,145,115,42,16,8,9,48,1
17786,8893,52,80,50,23,4,5,48,0
17787,8894,319,118,32,20,2,15,48,1
17788,8894,436,84,37,16,2,7,48,0
17789,8895,351,75,41,16,2,10,48,0
17790,8895,130,107,30,24,7,9,48,1
17791,8896,132,88,32,21,3,7,48,0
17792,8896,484,106,50,29,2,15,48,1
17793,8897,288,95,39,16,6,5,48,1
17794,8897,330,79,50,22,7,11,48,0
17795,8898,176,77,31,24,8,8,48,0
17796,8898,488,94,45,21,3,15,48,1
17797,8899,473,82,46,22,7,13,48,0
17798,8899,5,117,45,30,8,6,48,1
17799,8900,380,90,38,27,7,10,48,0
17800,8900,168,92,39,29,7,14,48,1
17801,8901,260,81,45,30,8,8,48,0
17802,8901,351,87,40,18,4,9,48,1
17803,8902,35,81,46,24,4,10,48,0
17804,8902,494,96,47,18,4,14,48,1
17805,8903,117,85,30,23,8,9,48,0
17806,8903,310,101,50,23,6,15,48,1
17807,8904,156,111,34,22,7,15,48,1
17808,8904,47,107,37,27,7,7,48,0
17809,8905,25,76,44,17,4,8,48,1
17810,8905,83,74,32,28,5,8,48,0
17811,8906,232,74,34,30,3,11,48,0
17812,8906,453,88,45,28,5,13,48,1
17813,8907,20,93,35,22,6,14,48,1
17814,8907,393,79,38,28,3,5,48,0
17815,8908,28,83,43,21,2,15,48,0
17816,8908,244,86,31,30,6,10,48,1
17817,8909,236,96,37,17,7,15,48,1
17818,8909,6,74,35,28,4,11,48,0
17819,8910,249,75,41,25,3,14,48,0
17820,8910,24,116,33,30,8,10,48,1
17821,8911,39,94,49,19,6,7,48,0
17822,8911,490,113,44,18,6,9,48,1
17823,8912,487,96,31,20,7,10,48,1
17824,8912,184,74,35,23,6,6,48,0
17825,8913,226,90,50,30,4,8,48,0
17826,8913,386,112,32,21,7,7,48,1
17827,8914,444,118,48,16,5,5,48,1
17828,8914,474,75,34,30,8,10,48,0
17829,8915,253,97,38,24,2,8,48,1
17830,8915,440,75,40,22,5,10,48,0
17831,8916,472,103,43,30,8,12,48,1
17832,8916,262,81,37,30,8,13,48,0
17833,8917,231,97,44,15,7,5,48,0
17834,8917,192,116,31,27,7,5,48,1
17835,8918,76,115,45,21,2,5,48,1
17836,8918,350,72,48,23,3,15,48,0
17837,8919,191,75,33,26,2,10,48,0
17838,8919,388,89,47,20,4,7,48,1
17839,8920,408,91,39,29,4,8,48,1
17840,8920,344,82,39,19,5,8,48,0
17841,8921,207,100,48,19,5,8,48,0
17842,8921,38,109,34,22,4,9,48,1
17843,8922,16,91,42,24,2,15,48,0
17844,8922,483,109,34,18,4,12,48,1
17845,8923,125,107,36,19,8,13,48,1
17846,8923,445,97,42,28,3,14,48,0
17847,8924,106,102,45,17,8,14,48,1
17848,8924,2,72,49,20,3,6,48,0
17849,8925,410,115,38,29,3,9,48,1
17850,8925,493,100,32,18,7,8,48,0
17851,8926,184,105,48,22,6,5,48,1
17852,8926,173,71,47,18,3,13,48,0
17853,8927,52,86,33,28,6,8,48,1
17854,8927,477,83,35,18,3,10,48,0
17855,8928,496,75,35,29,6,10,48,0
17856,8928,409,106,42,19,8,13,48,1
17857,8929,123,87,50,28,3,9,48,0
17858,8929,88,103,46,27,5,13,48,1
17859,8930,17,115,44,27,2,13,48,1
17860,8930,127,114,50,25,4,11,48,0
17861,8931,275,79,30,28,4,15,48,0
17862,8931,126,115,43,20,5,9,48,1
17863,8932,399,75,33,21,5,6,48,0
17864,8932,142,100,45,28,5,13,48,1
17865,8933,36,113,43,20,8,6,48,1
17866,8933,146,73,36,16,7,7,48,0
17867,8934,265,82,36,17,5,12,48,0
17868,8934,340,97,35,15,3,6,48,1
17869,8935,456,91,47,29,6,6,48,1
17870,8935,227,83,34,27,5,10,48,0
17871,8936,345,80,47,26,5,7,48,0
17872,8936,338,82,30,23,6,10,48,1
17873,8937,260,106,31,17,3,5,48,1
17874,8937,211,73,30,30,6,7,48,0
17875,8938,89,84,46,19,6,10,48,0
17876,8938,226,95,39,27,3,10,48,1
17877,8939,93,84,33,17,2,8,48,0
17878,8939,270,87,38,20,8,6,48,1
17879,8940,248,84,48,23,2,8,48,0
17880,8940,27,96,31,25,4,11,48,1
17881,8941,338,100,37,22,4,9,48,1
17882,8941,380,74,30,24,4,15,48,0
17883,8942,439,91,31,18,7,8,48,0
17884,8942,174,114,31,23,8,11,48,1
17885,8943,327,89,36,20,8,12,48,0
17886,8943,31,104,48,15,7,10,48,1
17887,8944,302,108,36,23,2,9,48,1
17888,8944,179,86,45,27,4,7,48,0
17889,8945,245,99,45,29,6,12,48,0
17890,8945,168,119,41,16,8,7,48,1
17891,8946,392,116,42,29,7,8,48,1
17892,8946,45,83,36,18,6,9,48,0
17893,8947,228,101,46,23,2,6,48,1
17894,8947,58,70,46,19,7,10,48,0
17895,8948,207,74,31,17,3,12,48,1
17896,8948,194,70,49,28,2,10,48,0
17897,8949,409,108,37,30,7,10,48,0
17898,8949,394,109,44,22,2,8,48,1
17899,8950,122,106,45,22,7,13,48,0
17900,8950,28,109,45,29,2,13,48,1
17901,8951,85,87,43,27,6,9,48,1
17902,8951,148,76,40,18,8,9,48,0
17903,8952,185,75,31,21,7,6,48,0
17904,8952,431,95,32,20,8,15,48,1
17905,8953,452,110,33,27,8,6,48,1
17906,8953,288,96,39,22,7,7,48,0
17907,8954,89,109,35,21,6,5,48,1
17908,8954,318,80,38,18,7,10,48,0
17909,8955,234,103,46,21,8,6,48,0
17910,8955,497,109,45,27,4,14,48,1
17911,8956,468,120,39,30,8,14,48,1
17912,8956,467,116,30,23,4,5,48,0
17913,8957,105,111,37,25,6,5,48,1
17914,8957,205,94,47,21,8,7,48,0
17915,8958,482,98,30,29,8,7,48,1
17916,8958,22,95,48,27,7,12,48,0
17917,8959,448,106,33,23,4,9,48,1
17918,8959,80,72,49,27,6,12,48,0
17919,8960,218,102,48,16,6,7,48,1
17920,8960,311,91,31,24,3,15,48,0
17921,8961,342,87,49,16,4,5,48,0
17922,8961,277,107,38,27,8,11,48,1
17923,8962,235,104,33,15,3,11,48,1
17924,8962,13,90,46,27,7,7,48,0
17925,8963,33,100,30,22,5,15,48,0
17926,8963,498,106,42,25,2,8,48,1
17927,8964,44,84,34,19,3,10,48,0
17928,8964,248,119,30,23,7,6,48,1
17929,8965,283,119,36,27,8,7,48,1
17930,8965,169,79,47,26,6,14,48,0
17931,8966,482,112,46,26,2,14,48,1
17932,8966,477,108,41,18,4,10,48,0
17933,8967,267,72,38,21,7,5,48,0
17934,8967,207,80,32,27,4,10,48,1
17935,8968,461,102,36,25,8,5,48,0
17936,8968,124,118,45,16,4,13,48,1
17937,8969,389,118,48,30,3,11,48,1
17938,8969,418,88,38,28,6,10,48,0
17939,8970,6,89,38,30,8,10,48,0
17940,8970,117,103,41,21,6,12,48,1
17941,8971,197,87,35,20,5,8,48,0
17942,8971,110,107,36,17,2,8,48,1
17943,8972,239,74,32,27,6,13,48,0
17944,8972,140,74,50,23,8,14,48,1
17945,8973,360,120,48,19,7,14,48,1
17946,8973,295,75,34,30,3,6,48,0
17947,8974,16,111,50,28,6,6,48,1
17948,8974,440,100,48,25,4,7,48,0
17949,8975,352,107,40,19,3,12,48,0
17950,8975,279,113,36,24,5,15,48,1
17951,8976,428,72,41,18,6,12,48,0
17952,8976,369,81,43,20,5,10,48,1
17953,8977,327,80,50,16,4,11,48,0
17954,8977,456,90,46,24,7,11,48,1
17955,8978,445,93,37,22,5,8,48,0
17956,8978,223,113,36,30,6,9,48,1
17957,8979,115,99,37,25,4,15,48,1
17958,8979,437,93,37,21,7,10,48,0
17959,8980,204,79,44,27,8,12,48,1
17960,8980,445,73,31,23,3,14,48,0
17961,8981,148,87,46,24,6,13,48,1
17962,8981,478,81,47,21,8,7,48,0
17963,8982,152,108,46,17,2,7,48,1
17964,8982,146,80,41,17,3,7,48,0
17965,8983,485,112,40,22,8,15,48,0
17966,8983,3,119,35,25,6,7,48,1
17967,8984,309,70,42,28,3,11,48,0
17968,8984,136,83,32,19,6,9,48,1
17969,8985,111,117,49,18,2,14,48,1
17970,8985,308,85,35,20,3,10,48,0
